,,,,,,,,,,,,,
,,,,JURNAL VANZARI,,,,,,,,,
,19,Radiator 22x500x1200 HOFMANN,,1,205.98,,205.98,,39.14,,,,
,,,,,,,,,,,,,
,19,Radiator 33x600x1000 HOFMANN,,1,305.45,,305.45,,58.04,,,,
,,,,,,,,,,,,,
,19,RAD. ALUM. HOFMANN H600/10 EL.,,25,229.42,,5735.45,,1089.74,,,,
,,,,,,,,,,,,,
,19,Rad. port prosop 600/1750 drep,,2,140.75,,281.50,,53.49,,,,
,,,,,,,,,,,,,
,19,"Prelungitor baterie 1/2"" 5cm",,40,3.65,,146.08,,27.76,,,,
,,,,,,,,,,,,,
,19,"Prelungitor baterie 1/2"" 4cm",,50,3.03,,151.25,,28.74,,,,
,,,,,,,,,,,,,
,19,"Prelungitor baterie 1/2"" 3cm",,40,2.33,,93.06,,17.68,,,,
,,,,,,,,,,,,,
,19,"Prelungitor baterie 1/2"" 1cm",,66,1.18,,77.68,,14.76,,,,
,,,,,,,,,,,,,
,19,Filtru Y PPR Ø20 i-i,,15,10.06,,70.92,,13.48,,,,
,,,,,,,,,,,,,
,19,Filtru Y PPR Ø25 i-i,,15,13.07,,92.14,,17.51,,,,
,,,,,,,,,,,,,
,19,Capac PPR Ø20,,800,0.46,,172.96,,32.86,,,,
,,,,,,,,,,,,,
,19,Robinet sferic PPR Ø20,,80,11.02,,414.35,,78.73,,,,
,,,,,,,,,,,,,
,19,Robinet sferic PPR Ø25,,60,15.35,,432.87,,82.25,,,,
,,,,,,,,,,,,,
,19,Teu redus PPR Ø25x20x25,,600,0.88,,248.16,,47.15,,,,
,,,,,,,,,,,,,
,19,"Racord PPR Ø20x1/2"" Fe",,300,3.58,,504.78,,95.91,,,,
,,,,,,,,,,,,,
,19,"Racord PPR Ø20x1/2"" Fi",,300,3.00,,423.00,,80.37,,,,
,,,,,,,,,,,,,
,19,Teu egal PPR Ø25,,600,0.82,,231.24,,43.94,,,,
,,,,,,,,,,,,,
,19,Teu egal PPR Ø20,,600,0.54,,152.28,,28.93,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø25 PN20 fibra comp.,,480,4.56,,1028.74,,195.46,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø25 PN25 aluminiu,,560,6.28,,1652.90,,314.05,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø20 PN20 fibra comp.,,840,3.10,,1223.88,,232.54,,,,
,,,,,,,,,,,,,
,19,"Cot cu flansa PPR 20x1/2"" Fi",,400,3.66,,688.08,,130.74,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º Ø40,,60,2.00,,56.40,,10.72,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º Ø32,,600,1.22,,344.04,,65.37,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º Ø25,,1800,0.55,,465.30,,88.41,,,,
,,,,,,,,,,,,,
,19,Cot PPR 45º Ø20,,1200,0.44,,248.16,,47.15,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º Ø20,,3000,0.30,,423.00,,80.37,,,,
,,,,,,,,,,,,,
12-Jan-2018,FA120180100027,GROUP EXTRA SRL ,,,,,2512.00,,477.28,,2989.28,,2131.20
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø25 PN25 aluminiu,,800,3.14,,2512.00,,477.28,,,,
,,,,,,,,,,,,,
12-Jan-2018,FA120180100028,DUMAS SERVIMPEX SRL ,,,,,2769.02,,526.11,,3295.13,,2217.08
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,19,Trusa sudura PPR Ø20-40 CM-06,,5,125.40,,627.00,,119.13,,,,
,,,,,,,,,,,,,
,19,Rad. port prosop 600x1500 drep,,10,172.48,,1293.64,,245.79,,,,
,,,,,,,,,,,,,
,19,Rad. port prosop 500x800 drept,,10,113.12,,848.38,,161.19,,,,
,,,,,,,,,,,,,
12-Jan-2018,FA120180100029,MUSON INSTAL SRL ,,,,,1467.68,,278.86,,1746.53,,1001.51
,,,,,,,,,,,,,
,19,Clema dubla PPR Ø25 - GRI,,100,0.65,,35.75,,6.79,,,,
,,,,,,,,,,,,,
,19,"Olandez PPR Ø20x1/2"" Fe - GRI",,10,8.23,,45.27,,8.60,,,,
,,,,,,,,,,,,,
,19,Teu PPR Ø25x20x25 - GRI,,40,0.88,,19.36,,3.68,,,,
,,,,,,,,,,,,,
,19,"Teu PPR Ø25x1/2""x25 Fi - GRI",,20,5.17,,56.87,,10.81,,,,
,,,,,,,,,,,,,
,19,"Teu PPR Ø20x1/2""x20 Fi - GRI",,30,3.84,,63.36,,12.04,,,,
,,,,,,,,,,,,,
,19,Cot PPR Ø32 90º - GRI,,50,1.22,,33.55,,6.37,,,,
,,,,,,,,,,,,,
,19,Cot PPR Ø25 90º - GRI,,100,0.55,,30.25,,5.75,,,,
,,,,,,,,,,,,,
,19,Cot PPR Ø25 90º MF - GRI,,50,0.98,,26.95,,5.12,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø32 PN20 comp. GRI,,120,8.40,,554.40,,105.34,,,,
,,,,,,,,,,,,,
,19,Teava PPR Ø25 PN20 comp. GRI,,240,4.56,,601.92,,114.36,,,,
,,,,,,,,,,,,,
12-Jan-2018,FA120180100030,TIME SHOW SRL ,,,,,124.50,,23.66,,148.16,,103.74
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,19,Radio cronotermostat C7 RF,,1,124.50,,124.50,,23.66,,,,
,,,,,,,,,,,,,
15-Jan-2018,FA120180100031,SANPLAST SRL ,,,,,1986.58,,377.45,,2364.03,,1246.76
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,19,Radiator 22x300x1800 HOFMANN,,2,220.81,,441.62,,83.91,,,,
,,,,,,,,,,,,,
,19,"Teu PPR 32x1""x32 Fi",,40,11.82,,236.40,,44.92,,,,
,,,,,,,,,,,,,
,19,Teu egal PPR Ø25,,100,0.82,,41.00,,7.79,,,,
,,,,,,,,,,,,,
,19,"Cot perete PPR DS Ø20x1/2"" Fi",,50,11.94,,298.50,,56.72,,,,
,,,,,,,,,,,,,
,19,Ocolire Ø25 cu mufa scurta,,50,2.14,,53.50,,10.17,,,,
,,,,,,,,,,,,,
,19,Ocolire Ø20 cu mufa scurta,,50,1.42,,35.50,,6.75,,,,
,,,,,,,,,,,,,
,19,Reductie PPR Ø32/25,,100,0.63,,31.50,,5.99,,,,
,,,,,,,,,,,,,
,19,"Semiolandez PPR Ø20x1/2""",,46,7.62,,175.26,,33.30,,,,
,,,,,,,,,,,,,
,19,"Rac. olandez PPR Ø32x1"" Fe",,20,16.20,,162.00,,30.78,,,,
,,,,,,,,,,,,,
,19,"Rac. olandez PPR Ø32x1"" Fi",,24,14.40,,172.80,,32.83,,,,
,,,,,,,,,,,,,
,19,Mufa PPR Ø32,,50,0.84,,21.00,,3.99,,,,
,,,,,,,,,,,,,
,19,"Cot cu flansa PPR 20x1/2"" Fi",,100,3.66,,183.00,,34.77,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º Ø25,,100,0.55,,27.50,,5.23,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º Ø20,,500,0.30,,75.00,,14.25,,,,
,,,,,,,,,,,,,
,19,Cot PPR 90º  Ø20 FI-FE,,100,0.64,,32.00,,6.08,,,,
,,,,,,,,,,,,,
